Data Size,Time in millisecond
139553, 4405293210
107946, 4410710937
80996, 4416250864
104628, 4421721761
130536, 4427126327
21637, 4428548528
11865, 4432852286
75280, 4439928370
134168, 4445234808
139035, 4450943391
108736, 4457537241
121986, 4461740489
135864, 4467503880
141103, 4474283992
109465, 4479722262
82302, 4485009456
106988, 4490507637
134098, 4496176537
22599, 4497365111
11865, 4502103290
75654, 4506858476
134218, 4514931602
140136, 4520111179
109766, 4526408228
123098, 4532213839
137171, 4537338010
142154, 4542219646
110441, 4545813175
82090, 4552787782
106401, 4557052352
134370, 4561841814
22448, 4563166509
11865, 4566811135
11865, 4570751595
76866, 4575351119
134357, 4582785351
140157, 4588867946
110167, 4594104342
123434, 4599503415
137818, 4604578850
142207, 4608036140
110262, 4612415142
82221, 4619174153
106512, 4623546608
136825, 4630197378
22686, 4632556520
11865, 4636627005
77276, 4641588168
135029, 4647642952
140868, 4653023087
111530, 4657576115
124760, 4662920464
138006, 4668910698
11865, 4672835112
77007, 4677936600
135826, 4682702135
141381, 4689299318
112285, 4693534507
125595, 4698792227
139527, 4704891735
143841, 4710106291
112106, 4715918168
81873, 4720723862
106892, 4725076503
138927, 4729974370
22959, 4731266515
11865, 4734846673
77325, 4738446455
136289, 4742590928
141158, 4748200615
112163, 4754139877
125532, 4758261403
139758, 4763315158
137016, 4768281927
142845, 4772915702
114106, 4776191681
127368, 4779657292
141266, 4786371363
145186, 4791382111
112936, 4797259905
82219, 4802444587
107507, 4806992422
141119, 4810923961
23333, 4812274463
11865, 4815690395
79711, 4819416500
137349, 4822656332
143024, 4826114878
114708, 4831275502
127813, 4836980138
141486, 4840733249
145276, 4845589875
112607, 4849922431
141819, 4855169683
23460, 4856076237
11865, 4859707364
80573, 4864313854
138143, 4870140005
143750, 4875419558
115879, 4879868062
128914, 4884100163
142157, 4888296146
146647, 4892894197
114038, 4897048613
80581, 4900925994
105514, 4904967562
142865, 4909131297
23532, 4910851662
11865, 4914976481
80291, 4918677725
137982, 4922620931
143677, 4926024816
115919, 4930002523
11865, 4933242205
81610, 4936211980
138651, 4939658828
144609, 4943924154
116220, 4947802741
129375, 4952401406
142789, 4955991466
147017, 4960190283
114572, 4964618826
79216, 4968293072
104405, 4971343915
143944, 4974761038
23636, 4975613660
11865, 7931862420
81610, 7935608039
138651, 7939813934
144609, 7943614844
116220, 7946676759
129375, 7951964297
142789, 7957862167
147017, 7963501617
114572, 7968193037
80056, 7973526186
105983, 7976878730
143944, 7981792033
23636, 7983707077
11865, 7987325216
81610, 7992810412
138651, 7999391193
144609, 8005090558
116220, 8010639401
129375, 8015636681
142789, 8019796280
147017, 8024724299
114572, 8030165985
80420, 8035645817
106561, 8043788708
143944, 8049196492
23636, 8050546879
11865, 8054382345
81610, 8058995840
138651, 8063069890
144609, 8066812763
116220, 8072798762
129375, 8078505692
142789, 8083236470
147017, 8088779843
114572, 8093132203
80430, 8097724417
106810, 8102380311
143944, 8106368056
23636, 8108566958
11865, 8112312817
81610, 8117672987
138651, 8123028625
144609, 8129091320
116220, 8134077054
129375, 8139369141
142789, 8143840012
147017, 8148538893
114572, 8154589505
80535, 8160581034
106997, 8165852354
143944, 8169841776
23636, 8171177896
11865, 8175232099
83076, 8180756599
139659, 8185326206
145014, 8191424848
117978, 8197114191
131221, 8203682845
145350, 8209559656
150164, 8215169098
118856, 8220770794
85004, 8224382844
110253, 8228150835
148978, 8234503221
25092, 8236185155
11865, 8240673319
82287, 8244247955
139381, 8248963499
144584, 8253999768
117742, 8258675109
131168, 8264326660
145338, 8269376893
150026, 8273756988
118894, 8277918040
87055, 8282479641
113221, 8285879283
148831, 8290302113
25069, 8292328952
11865, 8297403951
83480, 8302578274
142796, 8308555571
147119, 8314788251
124248, 8320531884
135822, 8325642115
149474, 8331791157
154079, 8336039859
124117, 8341157972
98889, 8346121201
121758, 8351272753
151821, 8358999563
25354, 8360296967
11865, 8364190183
84927, 8369433857
143640, 8374911927
148493, 8379479072
126552, 8386080947
137948, 8392815104
151511, 8398938324
155429, 8404315688
127456, 8410030424
103105, 8414052658
127081, 8418891574
153871, 8422992343
26445, 8424577730
11865, 8429163368
84781, 8434531977
143962, 8440478701
148688, 8446605840
127273, 8450635521
137499, 8454555433
151031, 8459661205
156370, 8464685816
129060, 8471305187
103717, 8476275506
127919, 8480898805
155484, 8487186940
26764, 8489779401
11865, 8494868510
86592, 8499350360
146057, 8503543618
150551, 8509342438
132826, 8514759807
142472, 8519628345
154888, 8523523531
159642, 8528053158
132886, 8531645724
110705, 8535211198
11865, 8539038155
88575, 8543470731
148452, 8549759035
152195, 8554060044
136653, 8559866987
145101, 8565008221
157979, 8569415271
163031, 8574581151
137810, 8579426137
117520, 8583288454
139981, 8589898546
161679, 8595346031
28209, 8597415958
11865, 8601860173
87619, 8606296672
148512, 8611566966
152655, 8616023617
139557, 8619418545
147618, 8625233450
159924, 8630770116
11865, 8634936036
86959, 8640281531
148996, 8645875887
152761, 8650153146
139995, 8655355995
148218, 8660531160
