Data Size,Time in millisecond
258048, 619843999
258048, 624273973
258048, 628585731
258048, 632597105
258048, 637669570
258048, 642360269
258048, 647726088
258048, 652861951
258048, 657475867
258048, 661526145
258048, 666591953
258048, 671258407
49152, 672217079
258048, 1172515324
258048, 1176249679
258048, 1180185509
258048, 1185362421
258048, 1189726700
258048, 1195253565
258048, 1199497492
258048, 1205274291
258048, 1210858680
258048, 1217073064
258048, 1223902786
258048, 1228906449
49152, 1231242224
258048, 1237876217
258048, 1245884111
258048, 1251763446
258048, 1256964960
258048, 1262037973
258048, 1267253910
258048, 1271336835
258048, 1276115464
258048, 1283960023
258048, 1294303712
258048, 1301042846
258048, 1306007444
49152, 1307523724
258048, 1313227752
258048, 1319385678
258048, 1325928701
258048, 1333861022
258048, 1341691744
258048, 1346791563
258048, 1351605163
258048, 1358622411
258048, 1365955454
258048, 1372122904
258048, 1378751609
258048, 1385453394
49152, 1386491643
258048, 1392021652
258048, 1401101712
258048, 1407718900
258048, 1415695166
258048, 1422188736
258048, 1429659495
258048, 1439372245
258048, 1446159949
258048, 1452776667
258048, 1459345223
258048, 1464095488
258048, 1470767914
49152, 1472483162
258048, 1477095452
258048, 1482342841
258048, 1487702759
258048, 1492683723
258048, 1499638196
258048, 1506875970
258048, 1513186139
258048, 1519114982
258048, 1523811033
258048, 1528705846
258048, 1534018698
258048, 1542268994
258048, 1547528086
258048, 1553244164
258048, 1557817775
258048, 1563574809
258048, 1567946628
258048, 1572906622
258048, 1579719900
258048, 1585570989
49152, 1587296809
258048, 1592324887
258048, 1598384107
258048, 1604044379
258048, 1609443461
258048, 1614523712
258048, 1620838225
258048, 1626070235
258048, 1631952852
258048, 1637343593
258048, 1641195084
258048, 1646245142
258048, 1651357052
258048, 1657160607
258048, 1662751968
258048, 1668458710
258048, 1673184923
258048, 1677662186
258048, 1684880056
258048, 1689682523
49152, 1690966227
258048, 1696229230
258048, 1701964055
258048, 1705716100
258048, 1709668334
258048, 1715498275
258048, 1720297195
258048, 1727231925
258048, 1733449926
258048, 1739388840
258048, 1745557639
258048, 1751555832
258048, 1755947950
258048, 1763170399
258048, 1769138401
258048, 1775753228
258048, 1781328533
258048, 1785462045
258048, 1790505666
258048, 1796028680
49152, 1797333418
258048, 1804303776
258048, 1810193099
258048, 1815845863
258048, 1820393051
258048, 1825844875
258048, 1830652527
258048, 1835384258
258048, 1845744024
258048, 1852886832
258048, 1860142775
258048, 1866994650
258048, 1871859207
49152, 1872839219
258048, 1879653011
258048, 1888973347
258048, 1895413945
258048, 1902850207
258048, 1907505497
258048, 1912616241
258048, 1921753244
258048, 1928108329
258048, 1935627626
258048, 1942740215
258048, 1949042507
258048, 1954161994
49152, 1955448856
258048, 1960923353
258048, 1968362024
258048, 1974333680
258048, 1978468996
258048, 1983513472
258048, 1989643443
258048, 1996987821
258048, 2002688467
258048, 2007692358
258048, 2012097735
258048, 2016967567
258048, 2022877104
258048, 2031290791
49152, 2032873999
258048, 2039627446
258048, 2047308036
258048, 2053644567
258048, 2059040393
258048, 2069037350
258048, 2074976428
258048, 2082357223
258048, 2090303399
258048, 2097127946
258048, 2108043785
258048, 2117621730
258048, 2125787549
258048, 2131706257
258048, 2142431694
258048, 2149720477
258048, 2157273348
258048, 2163182297
258048, 2170887863
258048, 2180058654
49152, 2181145406
258048, 2186766407
258048, 2192394118
258048, 2198693168
258048, 2203559851
258048, 2207674779
258048, 2213302653
258048, 2220163335
258048, 2226267552
258048, 2233127510
258048, 2238839511
258048, 2243845807
258048, 2248560890
258048, 2255607267
