Data Size,Time in millisecond
4144, 1990962175
3031, 1991285985
2764, 1991605581
3616, 1991918236
1219, 1992247675
1219, 1992546190
451, 1992617646
8957, 2029097878
1219, 2029632686
3291, 2030213251
4746, 2030836290
2626, 2031375755
3958, 2031755463
3950, 2033120076
3041, 2033459733
2836, 2033864677
3681, 2034602253
1219, 2035025367
1219, 2035361662
451, 2035472148
8957, 2096454028
1219, 2096735362
3341, 2097118812
4540, 2097555592
2892, 2097960042
3790, 2098385436
4082, 2098772706
3337, 2099189656
3049, 2099556945
3834, 2099964520
1219, 2100305661
1219, 2100675491
451, 2100756700
8957, 2145712690
1219, 2146018906
3347, 2146414666
4533, 2146835040
2878, 2147246605
3781, 2147625072
4057, 2148010461
3315, 2148395141
3056, 2148775675
3834, 2149113054
1219, 2149453425
1219, 2149797206
451, 2149893130
8957, 2175397508
1219, 2176357599
3371, 2177458939
4487, 2178366290
2817, 2181742488
3880, 2184284579
4137, 2185646649
3545, 2187232376
3240, 2189198392
3905, 2190709047
1219, 2193058368
1219, 2193980440
451, 2194037141
8957, 2222993859
1219, 2223228245
3409, 2223491590
4656, 2223823941
2933, 2224085993
3705, 2224368693
3762, 2224814685
3811, 2225698662
3417, 2227279838
4030, 2230650014
1219, 2232062268
1219, 2234485258
451, 2234658946
8957, 2254188842
1219, 2254390405
3396, 2254634634
4659, 2254908433
3577, 2255170794
4243, 2255388431
3925, 2255645843
3920, 2255886267
3531, 2256143358
4040, 2282412476
1219, 2284274174
1219, 2285214631
451, 2285292499
8957, 2303230861
1219, 2303388837
3476, 2306218105
4716, 2306534041
3767, 2306834432
4272, 2307147338
4423, 2307471091
3972, 2307813263
3564, 2308108959
3945, 2321604641
1219, 2321823203
1219, 2322021739
451, 2322097610
8957, 2365100353
1219, 2365269703
3482, 2365810599
4689, 2366084423
3435, 2366324556
3813, 2366680301
3777, 2366949034
3842, 2367223505
3644, 2367521881
3893, 2367823281
1219, 2368164274
1219, 2368540379
451, 2368605070
8957, 2414178024
1219, 2414377877
3582, 2414632613
4656, 2414940003
3696, 2415180609
3919, 2415428073
4320, 2415702913
3732, 2415926461
3662, 2428884528
3886, 2429100324
1219, 2429340417
1219, 2429583674
451, 2429644973
8957, 2457485229
1219, 2459876534
3576, 2462126602
4651, 2463964846
3693, 2464950714
3917, 2466214093
4320, 2467725060
3741, 2471112681
3658, 2477054679
3878, 2478128001
1219, 2479743327
1219, 2482615731
451, 2483028489
8957, 2507556504
1219, 2507684725
3577, 2507916320
4769, 2508399491
3718, 2508878673
4057, 2509354338
4441, 2510018534
3586, 2510834220
3607, 2512099646
3935, 2512464024
1219, 2512813446
1219, 2513550956
451, 2513620673
8957, 2554792456
1219, 2555754904
3592, 2556478394
4615, 2556871149
3792, 2557201644
4086, 2557565734
4540, 2557953919
3423, 2558356357
3729, 2558716553
3877, 2559051666
1219, 2559378873
1219, 2559698797
451, 2559852533
8957, 2586326035
1219, 2587623182
3573, 2588323893
4506, 2588769188
4161, 2589506523
4146, 2590319176
4364, 2591251188
3444, 2592652768
3690, 2593915645
3774, 2594830743
1219, 2595350186
1219, 2595755588
451, 2595898385
8957, 2631680801
1219, 2632404667
3616, 2633748044
4461, 2635002222
4476, 2636667255
4210, 2638329355
4087, 2640467857
3496, 2641195063
3662, 2642011129
3752, 2645206307
1219, 2646046092
1219, 2647182931
451, 2647226821
8957, 2668761296
1219, 2669039003
3641, 2669449117
4161, 2675346261
4309, 2675641287
4608, 2676403169
5868, 2676750766
4858, 2677068118
4309, 2677382776
4378, 2677620400
1219, 2677811630
1219, 2677991212
451, 2678041897
8957, 2720457286
1219, 2720642519
3670, 2720982117
4743, 2721424152
4133, 2721724246
4781, 2722082387
6438, 2722495727
5890, 2722851299
4133, 2723186564
3833, 2723524521
1219, 2723834103
1219, 2724177219
451, 2724238216
8957, 2756926323
1219, 2757132213
3597, 2757548362
4937, 2757911894
3801, 2758298752
4003, 2758714839
5580, 2759103647
5248, 2759503508
4085, 2759777827
3578, 2760104826
1219, 2760532403
1219, 2760887489
451, 2760955752
8957, 2801850200
1219, 2802224776
3589, 2802620053
4975, 2803066757
3644, 2804240283
4136, 2806069752
5530, 2806484912
5096, 2806911379
4070, 2807318307
3619, 2807722301
1219, 2808067803
1219, 2808460714
451, 2808541267
8957, 2852592418
1219, 2853390444
3550, 2853882885
4865, 2854414329
3476, 2854867709
4011, 2855273586
5550, 2855706824
4404, 2856119780
4040, 2856538287
3887, 2856949183
1219, 2857327856
1219, 2857676080
451, 2857814355
8957, 2896660878
1219, 2896915221
3492, 2897269338
4686, 2897586330
3308, 2897929532
3881, 2898233925
5455, 2898575813
3984, 2898817273
4005, 2902929281
3672, 2903266455
1219, 2903620185
1219, 2903959951
451, 2904046237
8957, 2961734630
1219, 2962007015
3598, 2962353193
4851, 2962716953
3421, 2963039686
3948, 2963395470
4801, 2963734272
3722, 2964085693
3802, 2964434343
3803, 2964753727
1219, 2965085602
1219, 2965371785
451, 2965455161
8957, 3003197016
1219, 3004279191
3544, 3005811084
4853, 3006276515
3612, 3006919200
4044, 3007290354
4841, 3007621403
3596, 3007925618
3837, 3008614986
3788, 3009360726
1219, 3010443061
1219, 3011383728
451, 3011493323
8957, 3032619857
1219, 3032859378
3599, 3033181634
4841, 3033468848
3768, 3033785857
4028, 3034065738
4887, 3034360199
3771, 3034615459
8957, 3066849201
1219, 3068016349
3620, 3069080419
4926, 3069327898
3720, 3072529740
3974, 3073047802
4871, 3073398845
4074, 3074411174
3670, 3074964053
3727, 3075617402
1219, 3076278752
1219, 3076766563
451, 3077061223
8957, 3094636117
1219, 3095203176
3573, 3095711595
5017, 3096231701
8957, 3164336618
1219, 3165454682
3573, 3167141049
5017, 3169280201
3933, 3170055471
4040, 3172059810
4747, 3174416065
4715, 3175923776
3588, 3176263685
3683, 3176600938
1219, 3176907574
1219, 3177230983
451, 3177306881
8957, 3190598822
1219, 3205172215
3587, 3205390051
4814, 3209170070
